Generation,Individus,Average Fitness,Std Fitness,Min Fitness,Max Fitness,Execution Time,Best Individual,erroneous exp,ligne nbr,prgrm num
0,100,22.35,6.854742884,0,25,303.8452473,b ! = 0,a != 0,9,13
