Generation,Individus,Average Fitness,Std Fitness,Min Fitness,Max Fitness,Execution Time,Best Individual
0,100,4.71,0.6212084996198941,2.0,5.0,15.766252040863037,(j - i)
1,58,4.31,1.0265963179361202,0.0,5.0,15.766252040863037,(j - i)
