Generation,Individus,Average Fitness,Std Fitness,Min Fitness,Max Fitness,Execution Time,Best Individual,erroneous exp,ligne nbr,prgrm num
0,100,13.75,8.466847111,0,25,202.5427608,j ! = i,i <=j,14,15
