Generation,Individus,Average Fitness,Std Fitness,Min Fitness,Max Fitness,Execution Time,Best Individual,erroneous exp,ligne nbr,prgrm num
0,100,10.3,6.473793324,0,25,186.8337793,j > fini,fini == 1,11,18
